id,name,coordinates,zip_code,industry_type,general_industry
5-CjSU4p8vSXyUMhHMXM7A,The Honey And Coco Brilliance Studio,"39.324450, -76.629840",21211,"""Eyelash Service"", ""Teeth Whitening""",Health & Wellness
q12ntXndj97ZL12y54covQ,Joseph H Brown Jr Funeral Home PA,"39.313077, -76.646934",21217,"""Funeral Services & Cemeteries""",Professional Services
A92c8fukBoD9prz8HZtD4w,Welcome to Fefe's Nail & Mobile Spa World,"39.306452, -76.621246",21217,"""Nail Salons"", ""Waxing"", ""Eyelash Service""",Personal Care
qF0uC9urPeoSu5YAqQQtzw,1 Touch Mobile Automotive,"39.284210, -76.653198",21223,"""Auto Repair"", ""Transmission Repair""",Automotive Services
ioT79tdA4M3GoyhpLdqdzw,Couture Beauty Bar,"39.317955, -76.618624",21218,"""Hair Salons""",Personal Care
VXSQvlO91kmIDonihCtWsw,JF Divine Cleaning & Commercial Services,"39.293712, -76.614414",21202,"""Office Cleaning"", ""Carpet Cleaning""",Professional Services
OK1x7VErvnyNyevFTh0y2Q,Keep Swinging,"39.325552, -76.609664",21218,"""Business Consulting"", ""Graphic Design""",Professional Services
mE5XvJ-FwZwMz1aV54AcOA,Sky Automobile Mechanic,"39.276093, -76.660459",21223,"""Auto Repair"", ""Tires"", ""Transmission Repair""",Automotive Services
m5_xwACUll2BVSsfnSU1VQ,Sominbo Wellness,"39.317667, -76.614655",21218,"""Massage Therapy"", ""Reiki"", ""Meditation Centers""",Personal Care
7UbU6pxqyNgIAsXMY7Tl_Q,Elevated Kitchen,"39.316236, -76.619051",21218,"""Food Stands"", ""Caterers""",Food & Dining
0si1QnO130m67d57DsaOYg,Montay Cleaning Service,"39.286534, -76.613558",21212,"""Home Cleaning"", ""Window Washing"", ""Office Cleaning""",Professional Services
v5wx62OXnRDbMx7LTYHF8A,Livers & Sons Painting,"39.288980, -76.613650",21202,"""Painters"", ""Pressure Washers""",Construction & Home Improvement
N6KtHKqbeZHveZDxgvCA0w,The Urban Beauty Luxe,"39.284390, -76.591910",21231,"""Cosmetics & Beauty Supply""",Retail & Shopping
Z4t19tbM8lLysRAnHIp_Kw,Avenue Station,"39.311973, -76.609168",21218,"""American"", ""Convenience Stores""",Food & Dining
l9YdCbaV4PeGFSgBmynAvA,Towson Kicks,"39.268736, -76.589417",21230,"""Shoe Shine"", ""Shoe Repair""",Construction & Home Improvement
LQRtbk0g57w8HhS1DWUCZQ,K. Stewart Beauty and Wellness,"39.284456, -76.598566",21202,"""Skin Care"", ""Laser Hair Removal"", ""IV Hydration""",Personal Care
mu_4OhO0jLtG0Iuzy8BAKA,The Bounce Playhouse,"39.281953, -76.653229",21223,"""Kids Activities"", ""Venues & Event Spaces"", ""Bounce House Rentals""",Entertainment & Recreation
NGed2BlBjblDcKPMd3Q-OA,Reflex Functional Fitness,"39.269773, -76.588680",21230,"""Trainers"", ""Cardio Classes"", ""Boxing""",Fitness & Sports
23jC2oP7fri0gTF-t7m2WQ,Village Tag and Title,"39.315139, -76.580521",21213,"""Departments of Motor Vehicles"", ""Notaries""",Professional Services
jgT-OgAIia0ks6KPH8ZiOg,Immigration Corner,"39.288325, -76.610347",21202,"""Immigration Law""",Professional Services
9KzLcbg_Gacra8gOFc62Uw,Maryland Zoo in Baltimore,"39.322617, -76.649877",21217,"""Zoos""",Entertainment & Recreation
Wa9zeHvS2RxSXkvY2uzhLQ,"Camper & Associates, CPA","39.309803, -76.671799",21216,"""Accountants"", ""Bookkeepers"", ""Tax Services""",Professional Services
W9Oud2_VjHw_9NUZ35IhgA,Holliday Food Mart,"39.292256, -76.610607",21202,"""Convenience Stores""",Retail & Shopping
8uuRe9y3NBPwk060ud-Urw,Noni Therapy,"39.318155, -76.614564",21218,"""Massage Therapy"", ""Waxing"", ""Body Contouring""",Personal Care
Ht35l9_gOtTsb7zfWvpcpA,Sapphire's Lounge & Events,"39.263900, -76.656080",21230,"""Venues & Event Spaces""",Personal Care
f81EqU-3_XnRVGCmJGPAww,At Your Service Cleaning,"39.308161, -76.638577",21217,"""Home Cleaning"", ""Office Cleaning""",Professional Services
IYCAN_ipQCb5zLO5tdhJHg,Derrick’s Carpet Services,"39.284210, -76.653198",21201,"""Carpet Cleaning""",Professional Services
i7Ok1hNTQcLk3so8ovId3A,RW360 Photobooth,"39.296449, -76.607430",21202,"""Photo Booth Rentals""",Entertainment & Recreation
DVhHlxFEWBgZwvGRoVzGcw,Your Home Clean Home,"39.284210, -76.653198",21223,"""Home Cleaning"", ""Office Cleaning""",Professional Services
RROboZ8IWjCNOqAC0p2MXA,S&S Handyman And Maintenance Service,"39.329970, -76.639371",21211,"""Handyman"", ""Drywall Installation & Repair"", ""Plumbing""",Construction & Home Improvement
VJIxpTeQKtBl9IY0Fu11vQ,Charm City Culture,"39.305669, -76.635495",21217,"""Marketing"", ""Business Consulting"", ""Advertising""",Professional Services
JcpNHQ5PSs856c3ue6CDSQ,TDG Sprinters,"39.296449, -76.607430",21202,"""Limos"", ""Airport Shuttles""",Travel & Hospitality
ib6LiFMmpwKFNjzv4J8bAA,Gold Star Administrative Logistics,"39.308369, -76.630821",21217,"""Personal Assistants"", ""Marketing"", ""Web Design""",Professional Services
z_bhPZNvuw6YpbJWxwfnYQ,Fox Z Studio's,"39.285960, -76.625140",21201,"""Session Photography"", ""Talent Agencies""",Professional Services
IzbQrTeDA2tmBElHHD0E_A,Free Baltimore,"39.294940, -76.615020",21202,"""Counseling & Mental Health""",Health & Wellness
3o4nLC3khDHBzryY5Ps58Q,Drayton Tax Professionals,"39.328080, -76.593230",21218,"""Tax Services"", ""Business Consulting""",Professional Services
XuKJnD2cNkw1zfq1Z2v7hw,THE TAX SALE COACH,"39.308161, -76.638577",21217,"""Tax Services"", ""Real Estate Services""",Professional Services
_5u69PUKAKJGPgE36sdytA,Green Environmental,"39.299434, -76.612255",21202,"""Home Inspectors""",Construction & Home Improvement
344I2BZ0aCbEvY_1igFsWw,DivahGlam,"39.298618, -76.582489",21205,"""Hair Extensions"", ""Wigs"", ""Cosmetics & Beauty Supply""",Retail & Shopping
-oeFYNs2N118yjsO_qkg9w,Bmore On Demand Technologies,"39.289190, -76.614100",21202,"""Taxis"", ""Car Share Services""",Travel & Hospitality
mFlMNErb4Nkx3Q1iZSoaIQ,Okudzeto Realtico construction,"39.311450, -76.635382",21217,"""Tiling"", ""Carpenters"", ""Flooring""",Construction & Home Improvement
GVWZMYFvvZ5-ZTdNSuLMKA,"The Law Offices of KE Timmons Esq., CPA","39.293724, -76.614386",21202,"""Personal Injury Law"", ""Legal Services""",Professional Services
Dtl1L5H5iWue4pjy8c0FaQ,Harmonious Living Chiropractic Fitness & Wellness Center,"39.289252, -76.611227",21202,"""Chiropractors"", ""Physical Therapy"", ""Pain Management""",Health & Wellness
RzsLYEf2KHXYRoFvRbDjvw,Jamerican Eats Caribbean Soul Fusion,"39.266293, -76.622433",21230,"""Caribbean"", ""Food Trucks""",Food & Dining
DbH9aEs4FizCNkueVRBsww,RGH Products,"39.284440, -76.650240",21223,"""Office Equipment""",Other
AbQSIUiRg6S5au2uxBLy5w,Mr Nice Guys Bmore,"39.276600, -76.612550",21230,"""Cannabis Clinics""",Other
xVQChITxu5nxYxJadtYY2g,Golden Hands Handyman Services,"39.266293, -76.622433",21230,"""Flooring"", ""Landscaping"", ""Tiling""",Construction & Home Improvement
qZcnkU4xc0pXcm_8bch-1g,Drip Depot Jewelers,"39.287310, -76.611430",21202,"""Jewelry"", ""Watches""",Retail & Shopping
hMQ4E_yuSNMdXvB2ZhesYg,DreaXAllure,"39.291055, -76.615027",21239,"""Eyelash Service""",Health & Wellness
2iWueOnXJ5X4JuREfjL75g,Yeht Company,"39.331409, -76.630926",21211,"""Gift Shops"", ""Accessories"", ""Home Decor""",Retail & Shopping
Ssqw7Wv8a2D7gjL7eZUzbg,Absolute Freight,"39.299392, -76.612298",21202,"""Couriers & Delivery Services"", ""Shipping Centers""",Professional Services
2VFj0EG8e3mP9c69RtkbWw,Baltimore City Department of Transportation,"39.290235, -76.609356",21202,"""Public Services & Government"", ""Public Transportation""",Professional Services
tOdTin2ObVquzde1iid3Iw,LL13Fitness Heart,"39.284440, -76.650240",21223,"""Trainers"", ""Boot Camps"", ""Interval Training Gyms""",Fitness & Sports
4Nf-K5rJuCMCAmyheeYF-w,Key’s Decor,"39.306000, -76.638260",21217,"""Party Supplies"", ""Party & Event Planning"", ""Party Equipment Rentals""",Entertainment & Recreation
Lo6ODrRcj1BSkA4whbbxyg,ISLAND VYBZ NUTRITION,"39.330990, -76.629840",21211,"""Nutritionists"", ""Juice Bars & Smoothies""",Food & Dining
lCd8Ch5CBGJ-5a6Bdl798Q,BEC Commercial Cleaning Services,"39.310913, -76.672002",21216,"""Office Cleaning"", ""Home Cleaning""",Professional Services
H7Zu3UjqsunyG_OTdG3AMw,The Benniies Experience,"39.296449, -76.607430",21202,"""Caterers"", ""Personal Chefs""",Professional Services
xAOg_5Q3wNXpy9Yuc8r-Aw,Wrights Signing Service,"39.290154, -76.611227",21217,"""Notaries""",Professional Services
VTkfY8HMKleLlr-1slS2jQ,XGR8,"39.313480, -76.615950",21218,"""Barbers""",Food & Dining
GbHkPx_AfUAnXrtzvKDMjA,Denzel's Shark Bar Grill,"39.282482, -76.592712",21231,"""Caribbean"", ""Breakfast & Brunch"", ""New American""",Food & Dining
zW2ourb57bdvuVAvO7-UpQ,Mobile Notary Service,"39.286534, -76.613558",21218,"""Notaries""",Professional Services
9k-It2GvRaQpx3kLqE3pzg,All Family,"39.302120, -76.615520",21202,"""IT Services & Computer Repair"", ""Web Design""",Technology & IT
FEKKIj6bN3lC_Da2FGzcfQ,McFadden Accounting,"39.288140, -76.606140",21202,"""Accountants"", ""Tax Services"", ""Bookkeepers""",Professional Services
W1opTFPaILLDeH8TrJQc5A,Baltimore Job Seekers,"39.296449, -76.607430",21202,"""Employment Agencies""",Professional Services
QRV63b-bkdk33DbuipqGYw,K Spot Hair Salon,"39.277140, -76.614650",21230,"""Hair Salons""",Personal Care
SGG6ONkXIyDc5TDGgTW-6g,Andre & RJ Demolition and Hauling,"39.308161, -76.638577",21217,"""Demolition Services"", ""Junk Removal & Hauling""",Construction & Home Improvement
n146uXWJDHM7cZou7kUGMA,Ziac Events,"39.289980, -76.609900",21202,"""Venues & Event Spaces""",Personal Care
-e3Tdlo3CpjWk0GBragWMA,PTC Cleaning Services,"39.286534, -76.613558",21206,"""Office Cleaning""",Professional Services
4rzV-SYCZfCrHDsgnDLtTQ,The Wellness House,"39.306000, -76.638260",21217,"""Juice Bars & Smoothies"", ""Vitamins & Supplements"", ""Health Markets""",Food & Dining
PGkjsy9STTMs-Clu6ELb1g,Atkins Cleaning Services,"39.287950, -76.643410",21223,"""Office Cleaning"", ""Home Cleaning""",Professional Services
sbwmhID0woqHXRk_1t53yQ,Foevr Fly,"39.296449, -76.607430",21202,"""Barbers""",Food & Dining
t2WSWWm2ygyrtTRn8PIrZw,Its A Breeze Solutions,"39.308161, -76.638577",21217,"""Electricians"", ""TV Mounting"", ""Generator Installation/Repair""",Construction & Home Improvement
TZyCoysDPbMsp68NjTtQBQ,Tiffany Hill - Paramount Residential Mortgage Group,"39.288788, -76.611166",21202,"""Mortgage Lenders""",Finance & Insurance
Ixaextld4IokUAoIS6xBjw,Baltimore Hydroponics,"39.283386, -76.593017",21231,"""Hydroponics""",Other
06-JhGNjuxFqJKy4jI1oDA,Spot More,"39.296449, -76.607430",21202,"""Car Wash"", ""Auto Detailing""",Automotive Services
10EJd92nyEAHl4PEWaJP1w,Hair By Tria,"39.292830, -76.607340",21202,"""Hair Stylists""",Personal Care
6h5Sv0HoYE1dznDhEGp2bA,C O R Consulting,"39.299414, -76.603722",21202,"""Community Service/Non-Profit""",Entertainment & Recreation
xCXigVrd0jKM2iVXscDdiw,Lotus BHRS,"39.310006, -76.616745",21201,"""Community Service/Non-Profit"", ""Counseling & Mental Health""",Health & Wellness
vGKLFrjYL8fKQa-wthy-Zg,Empowerment to Begin Again,"39.311713, -76.615548",21202,"""Community Service/Non-Profit""",Entertainment & Recreation
q2eT3UywJSkkfOMndSeBkg,Grant Capital,"39.286720, -76.639600",21223,"""Property Management"", ""Home Inspectors""",Professional Services
rX150AE9GSA8yq2Hxf4n_Q,J&K Miracle Cleanup,"39.329965, -76.602685",21218,"""Home Cleaning""",Professional Services
jQCUNtHPL4V3Xyjg2uOpuw,Ayo Boutique,"39.297220, -76.603040",21202,"""Women's Clothing"", ""Men's Clothing"", ""Children's Clothing""",Retail & Shopping
A3CAouLD_gogfGVMStPElg,Bliss Serenity Spa,"39.306000, -76.638260",21217,"""Day Spas""",Personal Care
Wzlh8dgToA3hbyQ1yDeU8w,Vashtiblue Jewelry Studio,"39.309473, -76.618077",21201,"""Jewelry""",Retail & Shopping
CXUaspBrybGftiuJ4a_1Sw,CP Retention,"39.306628, -76.610534",21202,"""Web Design"", ""Graphic Design"", ""Session Photography""",Professional Services
MIjGXCEUFak6HirjlgRONQ,B More Urbana,"39.295010, -76.612732",21202,"""Social Clubs""",Entertainment & Recreation
XsDP4z2E2-o7CGE-uwBnGA,Zara Visuals,"39.297840, -76.607468",21202,"""Event Photography"", ""Video/Film Production"", ""Session Photography""",Professional Services
gX7EVbmgNpC3xCKBvRiWFQ,Empowering Minds Resource Center,"39.309960, -76.616850",21201,"""Counseling & Mental Health"", ""Home Health Care"", ""Child Care & Day Care""",Health & Wellness
l8kv8K5zdDGEjSZqqrZZ-Q,Style My Smile,"39.310913, -76.672002",21216,"""Teeth Whitening""",Health & Wellness
gngzVX0l7hGKqS4oQoC24Q,Action Environmental Consulting & Services,"39.309803, -76.671799",21216,"""Environmental Testing"", ""Home Inspectors""",Professional Services
_jnPFtXOgwvZ8Q92ivFpgQ,K & J Mobile Notary Public,"39.306000, -76.638260",21217,"""Notaries""",Professional Services
CHt-jnqJuMZOZ5k-9Dej7g,Mahogany Professional Services,"39.288260, -76.610480",21202,"""CPR Classes"", ""Graphic Design"", ""Notaries""",Professional Services
su8lxRrjnp12uNVYkEUECg,Anteedote X Consulting,"39.287132, -76.645622",21223,"""Alternative Medicine"", ""Medical Cannabis Referrals"", ""Cannabis Collective""",Health & Wellness
xer0wza_90ltSRi2DBQqQw,Soulrenity Wellness Spa & Boutique,"39.291424, -76.611261",21202,"""Massage Therapy"", ""Skin Care""",Personal Care
A-nK7XNpdTgLQ3pfiazD8w,Patton Healthcare Services,"39.313341, -76.617088",21218,"""Home Health Care"", ""Personal Care Services""",Professional Services
LlwTrE9ItuADBtaD6S8Xjw,Lancaster Green & Harris,"39.284210, -76.653198",21223,"""Junk Removal & Hauling""",Construction & Home Improvement
fcO-K6Tvqb_Ym8VQ5ZfIxQ,Get Nailed On The Go,"39.329965, -76.602685",21218,"""Nail Technicians""",Personal Care
AaG2jE41JVp8L2zWzaXwHA,Platagy,"39.282845, -76.601182",21202,"""Jewelry"", ""Antiques"", ""Used, Vintage & Consignment""",Retail & Shopping
ans4jDIViIW_8Rfx50UEYA,Illuminate Your Path,"39.296449, -76.607430",21202,"""Notaries"", ""Property Management"", ""Legal Services""",Professional Services
GPCdelgP6HMYAxGlyVc8rg,Tyrell's Automobile Repair,"39.308161, -76.638577",21217,"""Auto Repair""",Automotive Services
KaLpI9oHFnmp7V6bJAS3RQ,Alexander Cleaning & Trash Removal,"39.309803, -76.671799",21216,"""Home Cleaning"", ""Office Cleaning""",Professional Services
FLSEoSqIDbS6Fo9FFEVyoQ,The Fillyaw Group,"39.283647, -76.613543",21202,"""Real Estate Services""",Professional Services
zs0VOkyaQ0W07B6k_w22Tw,CYD Business Financing,"39.274461, -76.617716",21230,"""Business Financing"", ""Financial Advising""",Professional Services
9CKloa_EvX4ZPt-fozkwMg,MD Heavy Duty Towing,"39.294115, -76.658664",21223,"""Towing"", ""Roadside Assistance""",Automotive Services
AKjBIYLu4nkym8oKY3G10w,Yanni The Designer,"39.306520, -76.610570",21202,"""Sewing & Alterations"", ""Women's Clothing""",Personal Care
5jJBQR8JalD9-eZPoR5ebg,Saucey Kitchen,"39.315167, -76.577193",21213,"""Food Delivery Services""",Food & Dining
w3fibSAHJhPbnyfrGJAyHg,Donald's Hair Studio,"39.282824, -76.627713",21230,"""Hair Salons""",Personal Care
Gs-zErmUhzmzgfofv2R-LQ,Boo Boo Moving & Hauling,"39.329965, -76.602685",21216,"""Landscaping"", ""Junk Removal & Hauling"", ""Tree Services""",Construction & Home Improvement
UwBQ3-CgrnbdSpC1J8QbJA,Natural Born Champions,"39.305742, -76.598635",21213,"""Child Care & Day Care"", ""Recreation Centers"", ""Summer Camps""",Education & Training
OStX4Tdsdc0O6IWy1j01Mw,Blend It B*tch,"39.329361, -76.609693",21218,"""Juice Bars & Smoothies""",Food & Dining
H4JNwHYzJegXF03DWosx9Q,Luxe/rich Beau,"39.318080, -76.617700",21218,"""Eyelash Service"", ""Waxing"", ""Skin Care""",Health & Wellness
hVB75jw8GjRuFylWn4ZJMg,Irie Island Grill,"39.315167, -76.577193",21213,"""Food Delivery Services"", ""Food Trucks"", ""Comfort Food""",Food & Dining
ZtRqL4917f2yE1Jxy9lIDg,Luxurious Looks,"39.306717, -76.635399",21217,"""Eyelash Service"", ""Makeup Artists""",Personal Care
6owjWRd3goZM3-JRBLBS1Q,Rey's Roof,"39.302615, -76.589610",21205,"""Pet Sitting"", ""Dog Walkers""",Pets & Animals
gqa_S3eX_bGMDeGa8ibDPA,The UPS Store,"39.283722, -76.603002",21202,"""Shipping Centers"", ""Printing Services"", ""Mailbox Centers""",Professional Services
-PueRHDyCfdhh_KGZoIKrQ,L & J Processing Facility,"39.290902, -76.658760",21223,"""Recycling Center""",Other
BIgdsLNp9BbWsUjnoDlO-g,Detailed Designs,"39.309803, -76.671799",21216,"""Interior Design""",Other
yHCQbmAkRQn0laf_5w2U6g,Keystone Contracting,"39.266293, -76.622433",21230,"""Electricians"", ""Tiling"", ""General Contractors""",Construction & Home Improvement
zjRIF8POLyDJKZqjNoTC7w,I Can Tutoring,"39.310913, -76.672002",21216,"""Private Tutors""",Education & Training
gA11kBVCuUiqPrrShauQVg,MKM Logistics,"39.266293, -76.622433",21230,"""Couriers & Delivery Services""",Professional Services
rpwPsCKsDd5LPBClMLTYkw,Femmi Hair Salon,"39.270551, -76.601680",21230,"""Hair Extensions"", ""Blow Dry/Out Services""",Personal Care
wHhy8x1qFFQn3WUvSrBkOQ,Blk Cars,"39.284210, -76.653198",21223,"""Town Car Service""",Travel & Hospitality
VQ83mCkHKo9zM1v_jDUfCw,Legal Beagle Paralegal Service,"39.315167, -76.577193",21213,"""Criminal Defense Law""",Professional Services
2bW5XgKtufm0LVUmiwjMZg,Ambassador Envoy,"39.284210, -76.653198",21223,"""Town Car Service""",Travel & Hospitality
w9LMwBp7d8OgvWVUBP7Ltg,Certified Notary Signing Agent,"39.284210, -76.653198",21223,"""Notaries""",Professional Services
0VjqAhQE7a3rMSneHphA4Q,NMD Notary Service,"39.285044, -76.673465",21229,"""Notaries""",Professional Services
yIT-s_C_EVDP1kqWzkIjmw,Melissa Charles Newborn Photography,"39.287701, -76.591972",21231,"""Session Photography""",Professional Services
GTKrZw2uziGZFMiv8N7cig,Dyjit Consulting,"39.266293, -76.622433",21230,"""Business Consulting"", ""Marketing"", ""Web Design""",Professional Services
srvNijl61nPpR8MhROFz8A,Mental Massage Therapeutic Suite,"39.284210, -76.653198",21223,"""Counseling & Mental Health""",Health & Wellness
NRsS-QBYVONcqlIDgHsatw,Nancy Hargrove - Coldwell Banker Realty,"39.282260, -76.593750",21231,"""Real Estate Agents""",Professional Services
HMv3H5on9Q7az8KSo716Bg,The Hair Care Extraordinaire Company,"39.308161, -76.638577",21217,"""Hair Stylists"", ""Hair Extensions""",Personal Care
jPLGZ8oBwCcJcmOFmiTuFg,The Beauty Bar,"39.316630, -76.617200",21218,"""Hair Salons""",Personal Care
aku2mkKniGD-Fd3sbAFe_w,Dana Face Makeup Personal Salon,"39.284210, -76.653198",21223,"""Makeup Artists""",Personal Care
zs4tMl4g09AtYeoEpMxdaw,AP Creative Services,"39.284210, -76.653198",21223,"""Event Photography"", ""Session Photography"", ""Graphic Design""",Professional Services
UEaWKeSm6PQAjRCjI-0jLw,Weldons Signing Service,"39.288530, -76.591590",21231,"""Notaries""",Professional Services
23L2j8taeeDYbKTUE5WHhQ,Glamorous Life Designs,"39.310913, -76.672002",21216,"""Interior Design""",Other
NumhFp8Hl8AfM2aFM-4hrw,Combs Up Braids Down,"39.310913, -76.672002",21216,"""Hair Stylists""",Personal Care
7p9y4AsnhTchIRc9RQMErg,Natural Elevation,"39.316084, -76.619108",21218,"""Health Markets"", ""Honey""",Other
Pdprkt4-erSW2kUfpZgZ9A,The Fifth Media Studio,"39.284440, -76.650240",21223,"""Art Space Rentals""",Personal Care
QUAvP46wGNFWyEgF0xWrfA,Lin's Kids Childcare Center,"39.304986, -76.587869",21213,"""Child Care & Day Care""",Education & Training
kBuxddG4wvIk_8Zj9DRPJw,BareInkDMV,"39.281180, -76.590780",21231,"""Permanent Makeup"", ""Eyebrow Services"", ""Eyelash Service""",Personal Care
Dhsvqnbb-KOhdsFonJLVAA,Invein Aesthetics,"39.269308, -76.589030",21230,"""Aestheticians"", ""IV Hydration"", ""Laser Hair Removal""",Personal Care
4Al5yyHBIb-jxNteKDyO0A,WaaaH LifeStyle Brand,"39.318020, -76.618682",21218,"""Men's Clothing"", ""Women's Clothing""",Retail & Shopping
Mqs7TlLK4UXirH7bflRmOA,BizzyBee Mobile Phlebotomy Company,"39.331249, -76.633510",21211,"""Laboratory Testing""",Professional Services
Q4qVt7AuLStaEihYuEK1uw,Vgalore,"39.329965, -76.602685",21218,"""Hair Stylists""",Personal Care
2Rr_8pKkLq3DnE-tvIeHkw,Massages By Loren,"39.317667, -76.614655",21218,"""Reflexology"", ""Massage Therapy""",Personal Care
3G_Cy1Eq_UL-VdaieLzk1A,Gen Cleans,"39.329965, -76.602685",21218,"""Home Cleaning"", ""Window Washing""",Professional Services
ridJDYX9PllKt2LaJjZukQ,Moviestar Graphics,"39.310200, -76.644970",21217,"""Advertising"", ""Graphic Design""",Professional Services
NAUCuNcRpi71pHsklBoppw,Peanut Butter Events,"39.315167, -76.577193",21213,"""Floral Designers"", ""Party & Event Planning""",Retail & Shopping
YmZ9pcmwGTc4QFUncXFVnA,Curvy Silk Sculpting,"39.317390, -76.608980",21218,"""Body Contouring""",Personal Care
9YaZnXaTyPk2daVPUlwjBA,VVF Investment Group,"39.315167, -76.577193",21213,"""Property Management""",Professional Services
eQgev65HX3p7-v3I0n2Oog,Strengthen The Community,"39.305693, -76.581080",21213,"""Homeless Shelters""",Construction & Home Improvement
8CWZTF8DPr3R5THwXF4FsA,Dope beauty bar,"39.272847, -76.611500",21230,"""Hair Extensions"", ""Wigs"", ""Eyelash Service""",Personal Care
uS7Jt8ZVwl6X7vaxEt4qGA,Demon Transportation,"39.310913, -76.672002",21216,"""Movers"", ""Couriers & Delivery Services"", ""Vehicle Shipping""",Professional Services
hn54HQr5CoebNiJSIMlWFw,Josey SpeakEasy,"39.325949, -76.615570",21218,"""Speakeasies""",Entertainment & Recreation
yEUlOm7-xpA-LLiOQKUN-g,FenZoul Gallery,"39.284433, -76.591934",21231,"""Art Galleries""",Arts & Culture
dOggdI1bsaWdzwoBIbASgQ,DMV Hotshots,"39.329970, -76.639371",21211,"""Couriers & Delivery Services""",Professional Services
npzlpEFNiNGJqEvh2561Og,C Rock Beauty Bar,"39.328873, -76.627587",21211,"""Hair Stylists"", ""Blow Dry/Out Services""",Personal Care
LcJfEU2T6WJUpdNH_z7rDQ,New Vintage By Sam,"39.320440, -76.621113",21211,"""Accessories"", ""Pop-up Shops""",Retail & Shopping
vFwpdP8H3U2f2rDzqy0Aig,D&K AUTO,"39.315092, -76.581526",21213,"""Auto Repair""",Automotive Services
i_yVJCyszzqyRfjrPWY0fA,Kid Logic Childcare Center,"39.332936, -76.594396",21218,"""Child Care & Day Care""",Education & Training
QS-Tc4NKrm6kvre6UgwXzQ,Royalty Beauty Palace,"39.310913, -76.672002",21216,"""Hair Salons""",Personal Care
4_7bLm_l2PYJQTVGNO48rA,Costella Roy’el,"39.318340, -76.610470",21218,"""Men's Clothing"", ""Women's Clothing"", ""Hats""",Retail & Shopping
IzZuMWbqxokEFn-X9nvt-A,Service Sistas,"39.311112, -76.674294",21216,"""Notaries""",Professional Services
uVWieiXXsvN1yG6OiLA5iA,Newbirth Doula Service,"39.309803, -76.671799",21216,"""Doulas""",Other
qxzDXCMrdgElhfojdjPomQ,Miss Cheryl’s Transportation Services,"39.315167, -76.577193",21213,"""Public Transportation""",Travel & Hospitality
7klpNBo7JJHX74cZ-ooWCQ,Aishy Braiding House,"39.316740, -76.654030",21215,"""Hair Salons""",Personal Care
8lI9hJQ6wMTiZL2UqjMK4A,Rakael Audrey,"39.329970, -76.639371",21211,"""Notaries"", ""Officiants""",Professional Services
xq4NAdnBxnEhqYYiLY4jnw,Plumped galore,"39.310913, -76.672002",21216,"""Cosmetics & Beauty Supply""",Retail & Shopping
jLGUOOTH-LYGw4yXBJikCw,Watson Wealth Management,"39.329965, -76.602685",21218,"""Business Consulting"", ""Accountants"", ""Bookkeepers""",Professional Services
Jm17p_k7DElnSggV2wSgXg,TYMELESS STUDIOS,"39.331249, -76.633510",21211,"""Event Photography"", ""Session Photography""",Professional Services
bbewFHS8Eb7yr2XrmjbeDg,Kia Khameleon,"39.266293, -76.622433",21230,"""Hair Stylists""",Personal Care
ahenDD9CjHcaSsVthBQZSw,Hilton Liquors,"39.286012, -76.670823",21229,"""Beer, Wine & Spirits""",Other
hfuiGhCWlG3Df1KLtYtbBA,Sprinkle of Sparkle,"39.315167, -76.577193",21213,"""Venues & Event Spaces""",Personal Care
gRW9sQNjcLcPChbyqn59mA,Liberty Outreach Center,"39.300123, -76.670813",21216,"""Churches""",Entertainment & Recreation
ZOGRYW8W81sTkv6khviHSQ,Shemeca Notary Services,"39.329965, -76.602685",21218,"""Notaries""",Professional Services
n2LCw0ZJvzo3oZ4X8U35rw,By Any Means Asset Recovery Group ,"39.329965, -76.602685",21218,"""Real Estate Services"", ""Real Estate Agents""",Professional Services
URSQFkv2ocV3PijJEuJPkA,DJ Beauty Boutique & Salon Suites,"39.328840, -76.627544",21211,"""Cosmetics & Beauty Supply"", ""Candle Stores"", ""Hair Extensions""",Retail & Shopping
zKPKXrhlin7DVQffwgv1og,Magic  By  Meche,"39.326797, -76.607437",21218,"""Hair Extensions""",Personal Care
mIwImq_vzeLFntaLgqm3Mg,Shipyard Pub,"39.280599, -76.567567",21224,"""Pubs""",Entertainment & Recreation
G3w-bOEz4xHV-xQBWB8AuA,Bertha's Soul Food Bar and Grill,"39.327825, -76.565508",21206,"""Soul Food"", ""Chicken Wings"", ""Lounges""",Food & Dining
KXrhr7FS26SbtJTi-DY65A,So Baltimore Sports Bar,"39.285870, -76.565370",21224,"""Sports Bars"", ""Lounges""",Food & Dining
WdIG1Cwe_czeTNjuzBpJ0w,Off the Rox Wine & Beer,"39.286770, -76.570410",21224,"""Beer, Wine & Spirits""",Other
46pALcwLpTmn1DpcioLIpA,The Juice Bar 2020,"39.327839, -76.565553",21206,"""Juice Bars & Smoothies""",Food & Dining
3mdKIkqKc5jH7L8hBucr5g,1st Amazon Construction Services,"39.283821, -76.550110",21224,"""General Contractors"", ""Roofing"", ""Gutter Services""",Professional Services
Tk4EbkP-LdEm7Nz3oc6fnA,Mackey's Crab House,"39.330994, -76.561603",21206,"""Seafood""",Food & Dining
K7Or4wbjh0pFPLSIpNd0kg,S.A.P. Automotive Group,"39.287650, -76.560000",21224,"""Auto Repair"", ""Towing"", ""Transmission Repair""",Automotive Services
