id,name,coordinates,zip_code,industry_type,general_industry
lYNI1n7HpCtQnY2zvVdBdw,Dre-L,"39.343860, -76.672670",21215,"""Barbers""",Food & Dining
xDg6kSfePuqwc7WIbR2IlQ,Ravision Photography,"39.345490, -76.683658",21215,"""Event Photography"", ""Session Photography""",Professional Services
yC_RZBOu84mgzr8z0GWnfQ,Fezatech Auto,"39.353036, -76.698986",21215,"""Auto Repair""",Automotive Services
IauiO3O1tOF2TowdqOZKzg,Cute as a Button Enterprise,"39.345648, -76.670526",21215,"""Party Supplies"", ""Event Photography"", ""Party Characters""",Entertainment & Recreation
rHrras4HRdMnwbvMUhYk3g,N Deneen Consulting,"39.346940, -76.683440",21215,"""Bookkeepers"", ""Accountants""",Professional Services
fDDDHOSP52lkZA7cY4jH5w,American Association of Phlebotomy Technicians,"39.357777, -76.703830",21215,"""First Aid Classes"", ""CPR Classes""",Education & Training
fkxZMFSY8re9bPXGlzwn3Q,Lizzy Africa Hair Braiding,"39.345490, -76.683658",21215,"""Hair Extensions""",Personal Care
lYCCV6IMQuy9FRRgC-aCpA,HandyStan's,"39.345490, -76.683658",21215,"""Painters"", ""Plumbing"", ""Electricians""",Construction & Home Improvement
dwJfnk-51NmlubN6MSqlpQ,M&A Window Tinting Tag & Title,"39.353901, -76.698611",21215,"""Auto Detailing"", ""Car Window Tinting"", ""Vehicle Wraps""",Automotive Services
UsQzfM0hMNeKX1bwXywqBg,Sacred Mortality,"39.345490, -76.683658",21215,"""Doulas""",Other
hiwr8e_iNOmbK-rqGZXUnw,KMC Indoor Entertainment Center,"39.342940, -76.683890",21215,"""Indoor Playcentre"", ""Venues & Event Spaces""",Entertainment & Recreation
nPSl0bHeFwelL33xLrU3IA,The Mercenary Chef Enterprises,"39.345490, -76.683658",21215,"""Caterers"", ""Personal Chefs"", ""Cooking Classes""",Professional Services
2JZL1mbpZYrM6cmFa1tbzQ,Daves Mobile Notary,"39.345490, -76.683658",21215,"""Notaries""",Professional Services
q5BwB46EAE1g_zgjNsEn1Q,Divine Notaries,"39.345490, -76.683658",21215,"""Notaries""",Professional Services
DKMR5DO6v36ZkECJFYbrAQ,Travel SnobBish,"39.346940, -76.683440",21215,"""Travel Services""",Professional Services
khKrGroyQBrBOP0xSxjybQ,Woman To Woman International Ministries,"39.337923, -76.692736",21215,"""Religious Organizations""",Other
w7WuH2-FtJH7R2LWecTtEA,Keystone Productions,"39.414023, -76.702745",21215,"""Video/Film Production"", ""Videographers"", ""Session Photography""",Professional Services
QvPfIhPNYliMoCBpz2DRuA,Ellen And Mary Home Improvement,"39.291833, -76.713632",21229,"""General Contractors"", ""Electricians"", ""Flooring""",Construction & Home Improvement
_Esoi32YraAS2s-2saR6Yg,E Mart Convenience Market,"39.297073, -76.685861",21229,"""Convenience Stores""",Retail & Shopping
1V5k7yardbt2zRuYeXiMYQ,Jenny Naturals,"39.290233, -76.718488",21229,"""Hair Stylists""",Personal Care
oYSE86qQ2LYpb3X8Q_HDJA,Beyond Hair,"39.289840, -76.718127",21229,"""Hair Stylists""",Personal Care
FrwkIeb36z1qeuEoBV14Gg,Sugar Mama's,"39.281976, -76.683760",21229,"""Soul Food"", ""Sandwiches"", ""Breakfast & Brunch""",Food & Dining
T3RM9v9nqQFqFKv2LY0v_Q,Bulk Brothers,"39.282749, -76.693062",21229,"""Junk Removal & Hauling"", ""Movers""",Construction & Home Improvement
Zt-h1-Vqptv0xwJuExpDow,First call pest solutions,"39.282749, -76.693062",21229,"""Pest Control""",Other
CP3rgVcGsXpHqydB1shYKg,Hudson Hauling and Janitorial,"39.285141, -76.690768",21229,"""Junk Removal & Hauling""",Construction & Home Improvement
7zlkUzxQAkrP1aT46huO2Q,Nicole and Company,"39.285141, -76.690768",21229,"""Blow Dry/Out Services"", ""Hair Extensions"", ""Hair Stylists""",Personal Care
7LLxgO0sdlO1YYGUoy63EQ,ArtSEE,"39.283676, -76.688622",21229,"""Event Photography"", ""Session Photography"", ""Party & Event Planning""",Professional Services
qfdDeI0Bs15nNtjdkq7YHQ,TeamUs Cleaning,"39.283676, -76.688622",21229,"""Office Cleaning"", ""Home Cleaning"", ""Home Organization""",Professional Services
jUHpvPBNFZT53HSeUAqDaw,CDM Financial Solutions,"39.284667, -76.677196",21229,"""Tax Services"", ""Notaries""",Professional Services
1uUutofXc48-p18dhXOpdw,Devon Mobile Mechanic,"39.285141, -76.690768",21229,"""Auto Repair"", ""Oil Change Stations"", ""Tires""",Automotive Services
zUhLpnJTY6CkJ9X6kIyLlQ,Troy's Cleaning Service,"39.285141, -76.690768",21229,"""Office Cleaning""",Professional Services
xyhWLB4z6WqlOMZMS_hLdQ,Greenflag Media,"39.282749, -76.693062",21229,"""Advertising"", ""Web Design"", ""Marketing""",Professional Services
L2cQ5bZ2mPvoQae8MwmOhg,Mookie's Memories,"39.285141, -76.690768",21229,"""Session Photography"", ""Event Photography"", ""Photography Classes""",Professional Services
goeS1Ncr7mfk9PTTHpL9dg,Queen’s Nail Salon & Spa,"39.285141, -76.690768",21229,"""Nail Salons""",Personal Care
-lZG6JNwTrL3gqEDv2tUdg,Crownlife Lawncare,"39.285141, -76.690768",21229,"""Lawn Services""",Professional Services
lGMb6irA2umCi6tNEkATwQ,Covid Clean America,"39.285141, -76.690768",21229,"""Biohazard Cleanup""",Other
3XZ7ApS6tmM8WeBQvt_adQ,Getaway Clean,"39.285141, -76.690768",21229,"""Office Cleaning"", ""Home Cleaning"", ""Flooring""",Professional Services
0nx3aAYBJ-ASkLbCTwgn4Q,Harper’s Child Daycare,"39.285141, -76.690768",21229,"""Child Care & Day Care""",Education & Training
rJttTvsZHoGJIqMzgHCtoQ,Coochie Crunch Cookies,"39.285141, -76.690768",21229,"""Desserts""",Food & Dining
FUGfKgqGnLj8ym-Xa4DPNg,E Fox Management,"39.285141, -76.690768",21229,"""Marketing""",Professional Services
KMLcz1yp4zWot2jKUUmNjQ,Tulips Hair Boutique,"39.266217, -76.699638",21229,"""Cosmetics & Beauty Supply"", ""Hair Extensions"", ""Wigs""",Retail & Shopping
oIcGGxFh2vE20BGqHmsyRA,Miss Erica's Kitchen,"39.221137, -76.630102",21225,"""Food Delivery Services"", ""Food Stands"", ""American""",Food & Dining
e0i06JsH7RGAdIZDLr822w,Sewer Slayer,"39.226700, -76.614510",21225,"""Plumbing"", ""Water Heater Installation/Repair""",Construction & Home Improvement
MGSFbJ5lwAjH_gJAe2vSwA,Anchor Towing & Roadside,"39.208620, -76.621010",21225,"""Roadside Assistance"", ""Towing""",Automotive Services
1Lp1rd75Ur5AlvBH-7mITA,CS Mobile Carwash,"39.230263, -76.614838",21225,"""Car Dealers""",Automotive Services
-ROvITW-OloIV41WnAykKw,The BBQ Crew,"39.222570, -76.628210",21225,"""Barbeque""",Food & Dining
16Di256ooYFTWjgQQWod4A,Cash Loans Bear,"39.217941, -76.615307",21225,"""Check Cashing/Pay-day Loans"", ""Installment Loans""",Finance & Insurance
gqWgDq8zQOxBI0WqhRQPlA,JahFast Power Washing,"39.217007, -76.617392",21225,"""Pressure Washers""",Construction & Home Improvement
8XImIoWfbHrkYyDZo-7bZQ,Zenirs Cleaning,"39.217007, -76.617392",21225,"""Office Cleaning"", ""Home Cleaning""",Professional Services
